Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Affiliations,Authors with affiliations,Document Type,Source,EID
"Kumar, T.J.; Fernandez, F.F.; Ramasenderan, N.","Kumar, T. Jeevan (59328374600); Fernandez, Terrance Frederick (55787142900); Ramasenderan, Narendran (59328285100)",59328374600; 55787142900; 59328285100,Comparing multi-layer perceptron using LSVM for intelligent performer detection based on acoustical attributes on voice,2024,AIP Conference Proceedings,0,10.1063/5.0229226,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203965996&doi=10.1063%2F5.0229226&partnerID=40&md5=9fe7b983e2ca07a74cab153c303b4c7f,"Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Kumar, T. Jeevan, Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Fernandez, Terrance Frederick, Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Ramasenderan, Narendran, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203965996
"Alagirisamy, A.; Sarkar, S.; Lakshmanan, R.; Abdulla, R.","Alagirisamy, Mukil (57194716418); Sarkar, Swagata B. (56111873300); Lakshmanan, Ravi (56024984300); Abdulla, Raed (55493013900)",57194716418; 56111873300; 56024984300; 55493013900,Study and analysis on an EEG signal based facial emotion recognition,2024,AIP Conference Proceedings,0,10.1063/5.0229433,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203965590&doi=10.1063%2F5.0229433&partnerID=40&md5=856839450412d1d116ac02951adc32bc,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Artificial Intelligence and Data Science, Sri Sairam Engineering College, Chennai, Chennai, TN, India","Alagirisamy, Mukil, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sarkar, Swagata B., Department of Artificial Intelligence and Data Science, Sri Sairam Engineering College, Chennai, Chennai, TN, India; Lakshmanan, Ravi, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Abdulla, Raed, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203965590
"Rahul, B.; Khilar, K.; Thiruchelvam, V.; Susiapan, Y.","Rahul, B. (57211513447); Khilar, Rashmita (56035358600); Thiruchelvam, Vinesh A.L. (55697499000); Susiapan, Yvette Shaan Li (25931153500)",57211513447; 56035358600; 55697499000; 25931153500,Improving accuracy for classifying audio based mel frequency features using artificial neural network in comparison with Random Forest algorithm,2024,AIP Conference Proceedings,0,10.1063/5.0229242,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203965385&doi=10.1063%2F5.0229242&partnerID=40&md5=ededa9b4b9f2f9f5ec9f518d375ce4fe,"Department of CSE, Saveetha School of Engineering, Chennai, TN, India; Department of IT, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Rahul, B., Department of CSE, Saveetha School of Engineering, Chennai, TN, India; Khilar, Rashmita, Department of IT, Saveetha School of Engineering, Chennai, TN, India; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Susiapan, Yvette Shaan Li, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203965385
"Rahman, J.S.U.; Hussain, S.M.; Anjum, F.; Naz, T.; Sathish, K.S.","Rahman, Jawwad Sami Ur (57216780281); Hussain, Syed Muddusir (59328495700); Anjum, Faiza (56703661500); Naz, Tayaba (59327989500); Sathish, K. S. (59923033600)",57216780281; 59328495700; 56703661500; 59327989500; 59923033600,Brain image segmentation using K mean segmentation and fuzzy C-means (FCM) algorithm to improve efficiency of tumor detection,2024,AIP Conference Proceedings,1,10.1063/5.0229431,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203964943&doi=10.1063%2F5.0229431&partnerID=40&md5=e8daf7b579073c0bff1d41abc6fe25d8,"Department of Biomedical Engineering, Hamdard University, Karachi, Sindh, Pakistan; Department of Biomedical Engineering, Riphah International University, Islamabad, Pakistan; Foundation University, Islamabad, Islamabad, Pakistan; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Rahman, Jawwad Sami Ur, Department of Biomedical Engineering, Hamdard University, Karachi, Sindh, Pakistan; Hussain, Syed Muddusir, Department of Biomedical Engineering, Riphah International University, Islamabad, Pakistan; Anjum, Faiza, Department of Biomedical Engineering, Riphah International University, Islamabad, Pakistan; Naz, Tayaba, Foundation University, Islamabad, Islamabad, Pakistan; Sathish, K. S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203964943
"Serasa, N.A.S.; Rehman, A.A.; Bataee, M.; Ashena, R.; Fatin, A.M.S.","Serasa, N. A.S. (58677372000); Rehman, A. A. (58709616100); Bataee, Mahmood (36766757200); Ashena, Rahman (36695860500); Fatin, A. M.S. (59328244000)",58677372000; 58709616100; 36766757200; 36695860500; 59328244000,Effects of silicon-dioxide nanomaterial in enhancing the performance of water based drilling mud,2024,AIP Conference Proceedings,0,10.1063/5.0229481,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203964560&doi=10.1063%2F5.0229481&partnerID=40&md5=f98745b4aa367d2167963fc55fc1f695,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Petroleum Engineering, Curtin University, Malaysia, Miri, Sarawak, Malaysia","Serasa, N. A.S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Rehman, A. A., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Bataee, Mahmood, Department of Petroleum Engineering, Curtin University, Malaysia, Miri, Sarawak, Malaysia; Ashena, Rahman, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Fatin, A. M.S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203964560
"Nad, P.T.; Sheeja Kumari, V.S.; Ramasenderan, N.","Nad, Pandala Tharak (59327732100); Sheeja Kumari, V. (59367394000); Ramasenderan, Narendran (59328285100)",59327732100; 59367394000; 59328285100,Implementation of support vector machine with accuracy for detecting cross-site-scripting attack compared to K-nearest neighbors for web applications,2024,AIP Conference Proceedings,0,10.1063/5.0229213,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203964424&doi=10.1063%2F5.0229213&partnerID=40&md5=65eeebc5b7438b4c1978e53eac90dcfc,"Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Nad, Pandala Tharak, Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Sheeja Kumari, V., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ramasenderan, Narendran, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203964424
"Dileep, P.; Pradeep, A.; Alexander, C.H.C.","Dileep, P. (59328647300); Pradeep, A. (56735914800); Alexander, C. H.C. (59327650600)",59328647300; 56735914800; 59327650600,A comparative study of the friction welding method vs the novel dotted pattern friction welding of EN10083 steel to elevate the tensile strength of a weld joint,2024,AIP Conference Proceedings,0,10.1063/5.0229667,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203964284&doi=10.1063%2F5.0229667&partnerID=40&md5=c22fb08b86f3ed22e3370fce125cf344,"Department of Mechanical Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Dileep, P., Department of Mechanical Engineering, Saveetha School of Engineering, Chennai, TN, India; Pradeep, A., Department of Mechanical Engineering, Saveetha School of Engineering, Chennai, TN, India; Alexander, C. H.C., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203964284
"Rashid, M.M.; Salam, S.M.; Ali, M.Y.; Susiapan, Y.","Rashid, Muhammad Mahbubur (55420033000); Salam, Syed Munimus (57190261661); Ali, Mohammad Yeakub (55348433600); Susiapan, Yvette Shaan Li (25931153500)",55420033000; 57190261661; 55348433600; 25931153500,Implementation and performance analysis of a controlling system of a water pump coupled with VIF,2024,AIP Conference Proceedings,1,10.1063/5.0229874,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963994&doi=10.1063%2F5.0229874&partnerID=40&md5=fcabac9c3533ebd58138fdee708b360f,"Department of Mechanical Engineering, International Islamic University Malaysia, Kuala Lumpur, Malaysia; Mechanical Engineering Programme Area, Universiti Teknologi Brunei, Gadong, Brunei Darussalam; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Rashid, Muhammad Mahbubur, Department of Mechanical Engineering, International Islamic University Malaysia, Kuala Lumpur, Malaysia; Salam, Syed Munimus, Department of Mechanical Engineering, International Islamic University Malaysia, Kuala Lumpur, Malaysia; Ali, Mohammad Yeakub, Mechanical Engineering Programme Area, Universiti Teknologi Brunei, Gadong, Brunei Darussalam; Susiapan, Yvette Shaan Li, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203963994
"Dinesh, M.G.; Dinakar, R.S.; Sathish, K.S.; Venu, D.","Dinesh, M. G. (60024025300); Dinakar, R. Shashank (57484779200); Sathish, K. S. (59923033600); Venu, Durumutla (59327650700)",60024025300; 57484779200; 59923033600; 59327650700,Classification and detection of cervical cancer for enhancement diagnosis rate using XGBoost algorithm in comparison with artificial neural network,2024,AIP Conference Proceedings,0,10.1063/5.0229461,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963658&doi=10.1063%2F5.0229461&partnerID=40&md5=b826531bfddad1530b59bd07488d2a96,"Department of Electrical & Computer Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Dinesh, M. G., Department of Electrical & Computer Engineering, Saveetha School of Engineering, Chennai, TN, India; Dinakar, R. Shashank, Department of Electrical & Computer Engineering, Saveetha School of Engineering, Chennai, TN, India; Sathish, K. S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Venu, Durumutla, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203963658
"Ganesh, P.; Babu, R.B.R.; Sooriamoorthy, D.","Ganesh, Peddineni (59334980000); Babu, Samuel Rajesh (56595189400); Sooriamoorthy, Denesh (57220863640)",59334980000; 56595189400; 57220863640,Investigate the performance of innovative support vector machine compared over J48 decision tree algorithm on seed quality analysis with improved accuracy,2024,AIP Conference Proceedings,0,10.1063/5.0229245,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963557&doi=10.1063%2F5.0229245&partnerID=40&md5=86f5a5e8ba03233da86d25ca3db9bec3,"Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Ganesh, Peddineni, Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Babu, Samuel Rajesh, Department of Computer Science and Engineering, Saveetha School of Engineering, Chennai, TN, India; Sooriamoorthy, Denesh, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203963557
"Tharun Kumar Reddy, K.R.M.; Ramesh, S.; Thiruchelvam, V.; Prasanth, V.","Tharun Kumar Reddy, K. R.M. (59247098000); Ramesh, S. (57213364737); Thiruchelvam, Vinesh A.L. (55697499000); Prasanth, V. (59327756800)",59247098000; 57213364737; 55697499000; 59327756800,A comparison of K-nearest neighbour algorithm with random forest to improve the accuracy for prediction of blast disease in rice crop,2024,AIP Conference Proceedings,0,10.1063/5.0229262,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963528&doi=10.1063%2F5.0229262&partnerID=40&md5=4a07ac96a436d2ed65c395bf497a6e28,"Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Biomedical Sciences, Saveetha School of Engineering, Chennai, TN, India","Tharun Kumar Reddy, K. R.M., Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; Ramesh, S., Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Prasanth, V., Department of Biomedical Sciences, Saveetha School of Engineering, Chennai, TN, India",Conference paper,Scopus,2-s2.0-85203963528
"Sriram, K.K.; Sivakumar, V.; Sathieshkumar, P.; Pandyan, P.U.; Roomi, S.M.M.","Sriram, K. K. (59210738500); Sivakumar, V. (57200774084); Sathieshkumar, P. (59210738600); Pandyan, Uma Maheswari (57224441843); Roomi, S. Mohamed Mansoor (58594872900)",59210738500; 57200774084; 59210738600; 57224441843; 58594872900,Deep learning based soft computing technique for intelligent attendance management system,2024,AIP Conference Proceedings,0,10.1063/5.0229497,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963470&doi=10.1063%2F5.0229497&partnerID=40&md5=ac77fd89b3ed772b5071b815d18820e5,"Velammal College of Engineering and Technology, Madurai, TN, India; School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Thiagarajar College of Engineering, Madurai, TN, India","Sriram, K. K., Velammal College of Engineering and Technology, Madurai, TN, India; Sivakumar, V., School of Computing, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sathieshkumar, P., Velammal College of Engineering and Technology, Madurai, TN, India; Pandyan, Uma Maheswari, Velammal College of Engineering and Technology, Madurai, TN, India; Roomi, S. Mohamed Mansoor, Thiagarajar College of Engineering, Madurai, TN, India",Conference paper,Scopus,2-s2.0-85203963470
"A'Ffan, M.I.; Farhana, H.A.R.N.; Luckose, L.; Nurulazlina, R.; Alexander, C.H.C.; Sivakumar, S.","A'Ffan, M. I. (57964667200); Farhana, Noor A.R.N. (59327992200); Luckose, Vinukumar (57815605700); Nurulazlina, Ramli (57226663801); Alexander, C. H.C. (59327650600); Sivakumar, Sivanesan (59110975500)",57964667200; 59327992200; 57815605700; 57226663801; 59327650600; 59110975500,Automated food identification and grading system using image processing in agriculture,2024,AIP Conference Proceedings,0,10.1063/5.0229387,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963163&doi=10.1063%2F5.0229387&partnerID=40&md5=257f4a52de61d67708a9f09dcabbcdb7,"Built Environment, SEGi University, Petaling Jaya, Selangor, Malaysia; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","A'Ffan, M. I., Built Environment, SEGi University, Petaling Jaya, Selangor, Malaysia; Farhana, Noor A.R.N., Built Environment, SEGi University, Petaling Jaya, Selangor, Malaysia; Luckose, Vinukumar, Built Environment, SEGi University, Petaling Jaya, Selangor, Malaysia; Nurulazlina, Ramli, Built Environment, SEGi University, Petaling Jaya, Selangor, Malaysia; Alexander, C. H.C., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivakumar, Sivanesan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203963163
"Rohit, T.; Kannan, U.K.; Pua, J.Y.; Alexander, C.H.C.; Sivakumar, S.; Ramasenderan, N.; Fatin, A.M.S.","Rohit, Trishwanth T. (59251840300); Kannan, U. K. (59328621000); Pua, J. Y. (59328246300); Alexander, C. H.C. (59327650600); Sivakumar, Sivanesan (59110975500); Ramasenderan, Narendran (59328285100); Fatin, A. M.S. (59328244000)",59251840300; 59328621000; 59328246300; 59327650600; 59110975500; 59328285100; 59328244000,To design & simulate an off-shore wind turbine system and monitor its performance in real time,2024,AIP Conference Proceedings,1,10.1063/5.0229643,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203963090&doi=10.1063%2F5.0229643&partnerID=40&md5=5cd1921925873355f7fcbd2a2ba2c211,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Rohit, Trishwanth T., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Kannan, U. K., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Pua, J. Y., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Alexander, C. H.C., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivakumar, Sivanesan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ramasenderan, Narendran, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Fatin, A. M.S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203963090
"Muhammad, N.M.; Nabage, R.I.; Auwal, S.T.; Kunya, B.I.; Che Sidik, N.A.C.; Jacqueline, L.","Muhammad, Nura Mu Az (57202264290); Nabage, R. I. (59328519300); Auwal, S. T. (57200331680); Kunya, Bashir Isyaku (57208215202); Che Sidik, Nor Azwadi (57204852231); Jacqueline, L. (57191024056)",57202264290; 59328519300; 57200331680; 57208215202; 57204852231; 57191024056,Numerical analysis on the effect of Nanocoolant on the performance of monocrystalline PV in temperate regions,2024,AIP Conference Proceedings,0,10.1063/5.0229595,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203962756&doi=10.1063%2F5.0229595&partnerID=40&md5=6772c79e451187cc8ca867468bd136c3,"Department of Mechanical Engineering, Aliko Dangote University of Science and Technology, Kano State, Nigeria; Universiti Teknologi Malaysia Kuala Lumpur, Kuala Lumpur, Malaysia; Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Muhammad, Nura Mu Az, Department of Mechanical Engineering, Aliko Dangote University of Science and Technology, Kano State, Nigeria; Nabage, R. I., Department of Mechanical Engineering, Aliko Dangote University of Science and Technology, Kano State, Nigeria; Auwal, S. T., Department of Mechanical Engineering, Aliko Dangote University of Science and Technology, Kano State, Nigeria; Kunya, Bashir Isyaku, Department of Mechanical Engineering, Aliko Dangote University of Science and Technology, Kano State, Nigeria; Che Sidik, Nor Azwadi, Universiti Teknologi Malaysia Kuala Lumpur, Kuala Lumpur, Malaysia; Jacqueline, L., Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203962756
"Teja, A.V.; Bhavani, N.P.G.; Thiruchelvam, V.","Teja, Avula Varun (59327736700); Bhavani, N. P.G. (56461276800); Thiruchelvam, Vinesh A.L. (55697499000)",59327736700; 56461276800; 55697499000,An efficient crop prediction system using enhanced naive bayes classifier compared over Adaboost classifier with improved accuracy,2024,AIP Conference Proceedings,0,10.1063/5.0229264,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203962638&doi=10.1063%2F5.0229264&partnerID=40&md5=014061187b0e3933354e4e5862b14be9,"Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Teja, Avula Varun, Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; Bhavani, N. P.G., Department of Electronics and Communication Engineering, Saveetha School of Engineering, Chennai, TN, India; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203962638
"Ramasenderan, N.; Thiruchelvam, V.; Sivathasan, R.; Ravinchandra, K.; Loong, H.W.; Sivanesan, S.; Alexander, C.H.C.","Ramasenderan, Narendran (59328285100); Thiruchelvam, Vinesh A.L. (55697499000); Sivathasan, R. (59328367800); Ravinchandra, Krishna A.L. (57148494700); Loong, H. W. (59328497400); Sivanesan, Sivakumar (57203359474); Alexander, C. H.C. (59327650600)",59328285100; 55697499000; 59328367800; 57148494700; 59328497400; 57203359474; 59327650600,Palm fruit harvesting using IoT-based fruit counting system,2024,AIP Conference Proceedings,0,10.1063/5.0229292,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203962525&doi=10.1063%2F5.0229292&partnerID=40&md5=6d27dcb119ed74ebfe17dc467fcf4c4b,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Ramasenderan, Narendran, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivathasan, R., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ravinchandra, Krishna A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Loong, H. W., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivanesan, Sivakumar, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Alexander, C. H.C., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203962525
"Alagirisamy, A.; Nalini, M.; Sathish, K.S.; Sivakumar, S.","Alagirisamy, Mukil (57194716418); Nalini, M. (57222306316); Sathish, K. S. (59923033600); Sivakumar, Sivanesan (59110975500)",57194716418; 57222306316; 59923033600; 59110975500,Facial emotion recognition and expression in Parkinson's disease affected persons,2024,AIP Conference Proceedings,0,10.1063/5.0229419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203962286&doi=10.1063%2F5.0229419&partnerID=40&md5=fa6d50a78783e8d4b4b427bce27a0079,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Electronics and Instrumentation Engineering, Sri Sairam Engineering College, Chennai, Chennai, TN, India","Alagirisamy, Mukil, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Nalini, M., Department of Electronics and Instrumentation Engineering, Sri Sairam Engineering College, Chennai, Chennai, TN, India; Sathish, K. S., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivakumar, Sivanesan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203962286
"Jaitoo, V.; Affan, M.","Jaitoo, Vedanta (58971859100); Affan, M. (59328499200)",58971859100; 59328499200,Power factor improvement for a single-stage bridgeless boost half-bridge AC-DC converter,2024,AIP Conference Proceedings,0,10.1063/5.0229235,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203961214&doi=10.1063%2F5.0229235&partnerID=40&md5=f931701a0ee3b8b55ae052cb6d59b185,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Jaitoo, Vedanta, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Affan, M., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203961214
"Ramasenderan, N.; Thiruchelvam, V.; Cherskoy, V.; Ravinchandra, K.; Raman, T.S.R.; Sivanesan, S.","Ramasenderan, Narendran (59328285100); Thiruchelvam, Vinesh A.L. (55697499000); Cherskoy, Vladislav (59328266500); Ravinchandra, Krishna A.L. (57148494700); Raman, Thaneshvar Sri Ram (59328138700); Sivanesan, Sivakumar (57203359474)",59328285100; 55697499000; 59328266500; 57148494700; 59328138700; 57203359474,Automated harvest collecting machine using machine learning,2024,AIP Conference Proceedings,0,10.1063/5.0229196,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203961005&doi=10.1063%2F5.0229196&partnerID=40&md5=566c1aba5cc88040b61674bbb0bb18ca,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia","Ramasenderan, Narendran, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Thiruchelvam, Vinesh A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Cherskoy, Vladislav, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ravinchandra, Krishna A.L., School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Raman, Thaneshvar Sri Ram, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivanesan, Sivakumar, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203961005
"Alagirisamy, A.; Sivakumar, P.; Abdulla, R.; Sivakumar, S.","Alagirisamy, Mukil (57194716418); Sivakumar, Pothiraj (58319552100); Abdulla, Raed (55493013900); Sivakumar, Sivanesan (59110975500)",57194716418; 58319552100; 55493013900; 59110975500,Big data and machine learning-based financial companies framework,2024,AIP Conference Proceedings,0,10.1063/5.0229411,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203960755&doi=10.1063%2F5.0229411&partnerID=40&md5=292036d12c0e6c4e0ded212e97ce1557,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Department of Electrical & Computer Engineering, GRT Institute of Engineering and Technology, Tiruttani, TN, India","Alagirisamy, Mukil, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivakumar, Pothiraj, Department of Electrical & Computer Engineering, GRT Institute of Engineering and Technology, Tiruttani, TN, India; Abdulla, Raed, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Sivakumar, Sivanesan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203960755
"Nataraj, C.; Ashok Kumar, N.; Alagirisamy, A.; Selvaperumal, S.K.","Nataraj, Chandrasekharan (56878677800); Ashok Kumar, N. (57132803500); Alagirisamy, Mukil (57194716418); Selvaperumal, Sathish Kumar (59454536000)",56878677800; 57132803500; 57194716418; 59454536000,FPGA architectures for FFT-based2-D soft decision decoding in the frequency domain for two-dimensional data storage applications,2024,AIP Conference Proceedings,0,10.1063/5.0229408,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203959747&doi=10.1063%2F5.0229408&partnerID=40&md5=f5005dfb87d8f863c54cc2d7a2186bc4,"School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Mohan Babu University, Tirupati, AP, India","Nataraj, Chandrasekharan, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Ashok Kumar, N., Mohan Babu University, Tirupati, AP, India; Alagirisamy, Mukil, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia; Selvaperumal, Sathish Kumar, School of Engineering, Asia Pacific University of Technology and Innovation, Kuala Lumpur, Malaysia",Conference paper,Scopus,2-s2.0-85203959747
